id,title,text,rating,author,app_version,created_at,country,cleaned_text,sentiment,sentiment_score
10822130077,Fraud,"HONESTLY FRAUD. You have the people popping up to you acting as if they’re professionals and have a profession but really they are just reading your profile, your status and your horoscope. I’m just trying to add a little story to it which is false because they just want the money from the points and coins. you have some of them just pop up just so you can reply just so they can collect the coins and then they’ll say no more to you. It took £20 from my account. I did not know it was £20 after the free trial ridiculous. Do not download just go and get the free wine. I forgot what it’s called but it’s white and red. It’s more accurate and you don’t have to pay and it’s not fraud",1,Suckyamum1999,,2024-01-14T19:09:57Z,gb,"Fraud. HONESTLY FRAUD. You have the people popping up to you acting as if they’re professionals and have a profession but really they are just reading your profile, your status and your horoscope. I’m just trying to add a little story to it which is false because they just want the money from the points and coins. you have some of them just pop up just so you can reply just so they can collect the coins and then they’ll say no more to you. It took £20 from my account. I did not know it was £20 after the free trial ridiculous. Do not download just go and get the free wine. I forgot what it’s called but it’s white and red. It’s more accurate and you don’t have to pay and it’s not fraud",negative,-0.1405
11507177492,Refunds,This is such a poor app and needs to get taken down that requested me to pay £1 to do one session and they took £19 out of my account I’ve been emailing for months and no reply now I’ve suddenly got a reply and they’ve said they can’t give me a refund Because they don’t do them so I asked for a number to call and they said they don’t have one I’m now going to take this up further but please don’t buy anything on this app because they will scam you,1,Jahniapk,,2024-07-18T13:40:47Z,gb,Refunds. This is such a poor app and needs to get taken down that requested me to pay £1 to do one session and they took £19 out of my account I’ve been emailing for months and no reply now I’ve suddenly got a reply and they’ve said they can’t give me a refund Because they don’t do them so I asked for a number to call and they said they don’t have one I’m now going to take this up further but please don’t buy anything on this app because they will scam you,negative,-0.8501
12971772629,Scam app that stole my card details,"I paid €1 thinking it was a one-time charge. The app gave no clear info about a subscription, no Apple confirmation, and nothing showed up in my Subscriptions. I deleted the app and my account—and then got hit with a €39 charge days later.

Apple Support confirmed the charge didn’t go through their system, which means this app processed my card info outside the App Store, which is a direct violation of Apple’s rules. That’s fraud.

Avoid this app at all costs.",1,consjsucysipwndk,,2025-08-03T17:28:42Z,gb,"Scam app that stole my card details. I paid €1 thinking it was a one-time charge. The app gave no clear info about a subscription, no Apple confirmation, and nothing showed up in my Subscriptions. I deleted the app and my account—and then got hit with a €39 charge days later. Apple Support confirmed the charge didn’t go through their system, which means this app processed my card info outside the App Store, which is a direct violation of Apple’s rules. That’s fraud. Avoid this app at all costs.",negative,-0.9636
13320997310,Avoid took £50 from my account without  warning,"I was interested in one of services provided found the website through Facebook was asked to pay £1 in order to access the service. Paid via Apple Pay and was unknowingly signed up to a £50 a month subscription and was not aware as its was done through safari rather than the app. So it was not showing on my apple account, at least the cannot clone my card as I used Apple Pay.",1,UIW25,,2025-10-27T13:46:22Z,gb,"Avoid took £50 from my account without warning. I was interested in one of services provided found the website through Facebook was asked to pay £1 in order to access the service. Paid via Apple Pay and was unknowingly signed up to a £50 a month subscription and was not aware as its was done through safari rather than the app. So it was not showing on my apple account, at least the cannot clone my card as I used Apple Pay.",negative,-0.4568
11707316042,Excellent and Accurate,"The reading I had was spot on, explained to me what was currently happening in my life, and told me things only I knew.  Advised me of my future til Jan 2025 and he even went beyond that.  Explained some promising and exciting news for my future and would defo recommend this reader.  Give direct questions re career, business, love, and money and ask for an in-depth reading over a period of time and you will not be disappointed.  Will get another reading in 6 months time.  Thank you",5,Chell15,,2024-09-09T22:44:27Z,gb,"Excellent and Accurate. The reading I had was spot on, explained to me what was currently happening in my life, and told me things only I knew. Advised me of my future til Jan 2025 and he even went beyond that. Explained some promising and exciting news for my future and would defo recommend this reader. Give direct questions re career, business, love, and money and ask for an in-depth reading over a period of time and you will not be disappointed. Will get another reading in 6 months time. Thank you",positive,0.9828
13390231537,I am actually shocked at the accuracy.,Amelia was 100% spot on with literally everything she said about my relationship. It was the first time I contacted a psychic and to be honest I was very sceptical but this truly changed my view on that. Wow just wow,5,Joey18584,,2025-11-12T21:27:15Z,gb,I am actually shocked at the accuracy.. Amelia was 100% spot on with literally everything she said about my relationship. It was the first time I contacted a psychic and to be honest I was very sceptical but this truly changed my view on that. Wow just wow,positive,0.9717
12587485256,Anonymous,"This app is nice however, i feel like it is useless in one sense. You recharge a certain amount of credit and that credit is used so fast, delayed responses and so slow. If you just want to use it generally its fine but if you want guidance don’t waste your money on this.",3,IBB04,,2025-04-26T09:19:21Z,gb,"Anonymous. This app is nice however, i feel like it is useless in one sense. You recharge a certain amount of credit and that credit is used so fast, delayed responses and so slow. If you just want to use it generally its fine but if you want guidance don’t waste your money on this.",positive,0.0779
11087246381,Excellent,"Recently, I reached out to Nebula with a concern about their service. I was thoroughly impressed by how swiftly and efficiently their customer service team addressed my issue. The response was not only quick but also very effective, completely resolving my concerns. This positive experience has significantly boosted my confidence in Nebula’s commitment to customer satisfaction. Highly recommend for their exceptional customer service!",5,Miss Beckford,,2024-03-26T11:44:32Z,gb,"Excellent. Recently, I reached out to Nebula with a concern about their service. I was thoroughly impressed by how swiftly and efficiently their customer service team addressed my issue. The response was not only quick but also very effective, completely resolving my concerns. This positive experience has significantly boosted my confidence in Nebula’s commitment to customer satisfaction. Highly recommend for their exceptional customer service!",positive,0.9959
6825732179,Would have been 5 but it stopped working,"It wouldn’t load my horoscope after several attempts - I even uninstalled it; refreshed it, all that I could think of. I am greatly devastated as I was enjoying it up until this point. Hope you fix the bug soon so I can install it and use the software again.",3,HazeeDaisy,,2021-01-03T11:57:51Z,gb,"Would have been 5 but it stopped working. It wouldn’t load my horoscope after several attempts - I even uninstalled it; refreshed it, all that I could think of. I am greatly devastated as I was enjoying it up until this point. Hope you fix the bug soon so I can install it and use the software again.",neutral,0.0207
13647585312,Conmen,I cancelled the subscription within 24 hours of downloading the app. Shocking yesterday 7 days after cancelling I had 2 payments taken from my bank. I have spent hours talking to AI until finally out through allegedly to a human who is so condescending and tells me I have a web based subscription I never asked for and that they will be keeping my money. I will be refuting this with my bank as this is an absolute con.,4,Bearbugbubble,,2026-01-18T12:49:01Z,gb,Conmen. I cancelled the subscription within 24 hours of downloading the app. Shocking yesterday 7 days after cancelling I had 2 payments taken from my bank. I have spent hours talking to AI until finally out through allegedly to a human who is so condescending and tells me I have a web based subscription I never asked for and that they will be keeping my money. I will be refuting this with my bank as this is an absolute con.,negative,-0.0852
14058950075,MISLEADING,"Only leaving 1 star because I cannot leave zero! 2x £50 payments have left my account, despite me cancelling my subscription! They are very sneaky and whilst it says you have no subscription, they have another tab called “plans” not clear and genuinely terrible. This is not informed anywhere on the website or app, I had to google it to find out! Not worth it and would like my money back.",1,hedgeyyy,,2026-05-13T07:13:57Z,gb,"MISLEADING. Only leaving 1 star because I cannot leave zero! 2x £50 payments have left my account, despite me cancelling my subscription! They are very sneaky and whilst it says you have no subscription, they have another tab called “plans” not clear and genuinely terrible. This is not informed anywhere on the website or app, I had to google it to find out! Not worth it and would like my money back.",negative,-0.9431
14122557452,Amazing 🤩,"wow 🤩 this really has got me so correct about my aura , exactly the person i am , loved listening how to energise and ground myself how to make my aura become stronger, very easy to set up and quick to get my first reading , 
looking forward to tomorrow’s reading now",5,ktaylor1981,,2026-05-30T08:32:42Z,gb,"Amazing 🤩. wow 🤩 this really has got me so correct about my aura , exactly the person i am , loved listening how to energise and ground myself how to make my aura become stronger, very easy to set up and quick to get my first reading , looking forward to tomorrow’s reading now",positive,0.983
14402185211,Scam,"This app is an absolute scam. They charge you without making the costs or subscription terms clear, and the horoscope is basically the same every single day. On top of that, the app is confusing, difficult to navigate, and feels deliberately designed to make things harder for users and to make you pay for anything on top of your subscription fees. 

I would not recommend this app to anyone. Save your money and stay away.",1,JavierTorresBallet,,2026-08-08T09:36:09Z,gb,"Scam. This app is an absolute scam. They charge you without making the costs or subscription terms clear, and the horoscope is basically the same every single day. On top of that, the app is confusing, difficult to navigate, and feels deliberately designed to make things harder for users and to make you pay for anything on top of your subscription fees. I would not recommend this app to anyone. Save your money and stay away.",negative,-0.8553
14232078584,Scarily accurate,I’ve been using the app for about three months now and everything I’ve read regarding my personal astrology and horoscopes has been extremely accurate to the point of being scarily accurate and I’ve found myself in a much better and happier place,5,Dellin81,,2026-06-27T09:22:29Z,gb,Scarily accurate. I’ve been using the app for about three months now and everything I’ve read regarding my personal astrology and horoscopes has been extremely accurate to the point of being scarily accurate and I’ve found myself in a much better and happier place,positive,0.8715
14076498753,Not Sure Yet,"I have to say the depiction of him, at least in his approaches to our relationship and what id be lookong for, feel pretty spot on although i’m aware some of this information i volunteered willingly so the rest might be easy to piece together. i’m trying not to be overly cynical but it’s difficult when it’s ingrained in you from past trauma. At best, it’s giving me clarity about the boundaries and qualities i need and find non negotiable, so that at least is very helpful. no more settling for emotionally barren and unsatisfying relationship dynamics- if he comes, god wills it to be and if he doesn’t, so be it. but im done in settling for less!",3,tRwbador,,2026-05-17T23:13:33Z,gb,"Not Sure Yet. I have to say the depiction of him, at least in his approaches to our relationship and what id be lookong for, feel pretty spot on although i’m aware some of this information i volunteered willingly so the rest might be easy to piece together. i’m trying not to be overly cynical but it’s difficult when it’s ingrained in you from past trauma. At best, it’s giving me clarity about the boundaries and qualities i need and find non negotiable, so that at least is very helpful. no more settling for emotionally barren and unsatisfying relationship dynamics- if he comes, god wills it to be and if he doesn’t, so be it. but im done in settling for less!",positive,0.4567
13592875728,Connecting,"At times you feel lost and having a horoscope tailored to your energy makes you feel connected. Thank you!
Kind regards,",5,Misnuna,,2026-01-04T09:09:52Z,gb,"Connecting. At times you feel lost and having a horoscope tailored to your energy makes you feel connected. Thank you! Kind regards,",positive,0.8589
11431856660,Be careful if trying to get the free trial,Went on to take up the offer of a free trial subscription before I decided if it was worth the money. But they have the full yearly price as a default. Even tho it looks as tho the basic free trial one is selected. No other app I have used does this. Sneaky and misleading. When you request a refund that’s when they mention it’s the default option. Awaiting App Store to refund. Definitely do not want to use this app as if they’re sneaky with the subscription what else are they sneaky and misleading about?,1,Frogelina,,2024-06-28T06:52:35Z,gb,Be careful if trying to get the free trial. Went on to take up the offer of a free trial subscription before I decided if it was worth the money. But they have the full yearly price as a default. Even tho it looks as tho the basic free trial one is selected. No other app I have used does this. Sneaky and misleading. When you request a refund that’s when they mention it’s the default option. Awaiting App Store to refund. Definitely do not want to use this app as if they’re sneaky with the subscription what else are they sneaky and misleading about?,negative,-0.7765
11335241978,Fraudulent App -they will take unauthorised pay,This app promises a free trial but then they hide all the small prints. Do not make navigation easy. If you give them access to your bank accounts you will find a follow-up charge of £50 and auto enrolling their subscription plans. I would recommend not signing up to this app as The headache that you don’t need to have they also do not have a present customer service so trying to get through to anyone is the hardest thing in the world.,1,vanity rose,,2024-06-02T14:45:23Z,gb,Fraudulent App -they will take unauthorised pay. This app promises a free trial but then they hide all the small prints. Do not make navigation easy. If you give them access to your bank accounts you will find a follow-up charge of £50 and auto enrolling their subscription plans. I would recommend not signing up to this app as The headache that you don’t need to have they also do not have a present customer service so trying to get through to anyone is the hardest thing in the world.,negative,-0.5333
9526967657,SHADY - They’re a scam,"DO NOT give your information to these vultures. They DO NOT warn you before charging you £20. They WILL NOT refund you - regardless of at which point in time you contact them for a refund. They DO NOT operate an honest business. DO NOT download this app. £20 gone and no use of it. Total and complete scam. Had to open a dispute with my bank and God knows when or if I’ll see my money back. Absolute disgrace, should be banned from the App Store.",1,ana.catarina,,2023-01-20T08:48:59Z,gb,"SHADY - They’re a scam. DO NOT give your information to these vultures. They DO NOT warn you before charging you £20. They WILL NOT refund you - regardless of at which point in time you contact them for a refund. They DO NOT operate an honest business. DO NOT download this app. £20 gone and no use of it. Total and complete scam. Had to open a dispute with my bank and God knows when or if I’ll see my money back. Absolute disgrace, should be banned from the App Store.",negative,-0.9828
9819801007,Outdated,"I enjoy going and Nebula and checking my daily horoscope. However, this years it doesn’t seem to have been updated, any information seems to keep going back to 2022.",4,nerivirk,,2023-04-14T06:26:03Z,gb,"Outdated. I enjoy going and Nebula and checking my daily horoscope. However, this years it doesn’t seem to have been updated, any information seems to keep going back to 2022.",positive,0.497
12742844651,It keeps trying to charge me,"I tried the app out of curiosity and paid the 1 Euro recommendation to support them, unaware they are actually signing me up for a 39 Euros/M subscription, no indication on screen that they’re setting me up for subscription. I have since deleted my account but I keep receiving alerts for withdrawal attempts! I have locked my card and removed it from Apple Pay but still receive daily attempts. Can’t login to possibly cancel subscription, as it says account deleted. Can’t create a new account under the same email as it says account exists and there is no customer support. At this point I have no option other than cancelling my card.",1,A M I N K,,2025-06-06T14:45:12Z,gb,"It keeps trying to charge me. I tried the app out of curiosity and paid the 1 Euro recommendation to support them, unaware they are actually signing me up for a 39 Euros/M subscription, no indication on screen that they’re setting me up for subscription. I have since deleted my account but I keep receiving alerts for withdrawal attempts! I have locked my card and removed it from Apple Pay but still receive daily attempts. Can’t login to possibly cancel subscription, as it says account deleted. Can’t create a new account under the same email as it says account exists and there is no customer support. At this point I have no option other than cancelling my card.",negative,-0.9379
13566840197,Can’t unsubscribe!,"I tried to unsubscribe as soon as I saw almost £50 would be taken out of my bank account. I had a look at the app store, website etc but can’t find any active subscriptions to cancel. When trying to contact them on the app chat nobody is available to respond but they will reply via email. They do not… I have no idea if I’m stuck with them now…",1,tattamm,,2025-12-29T00:33:19Z,gb,"Can’t unsubscribe!. I tried to unsubscribe as soon as I saw almost £50 would be taken out of my bank account. I had a look at the app store, website etc but can’t find any active subscriptions to cancel. When trying to contact them on the app chat nobody is available to respond but they will reply via email. They do not... I have no idea if I’m stuck with them now...",negative,-0.3549
8708768793,Pisces☀️Capricorn🌙Scorpio⬆️,I love this app I check my horoscope pretty much everyday!! It tells you what sign your planets are in and what house they are. Also has the meaning to read after the ad💖💜🧡💛❤️🪐🧜🏽‍♀️🔮🔥✨,5,leigh♓️,,2022-05-26T05:31:14Z,gb,Pisces☀️Capricorn🌙Scorpio⬆️. I love this app I check my horoscope pretty much everyday!! It tells you what sign your planets are in and what house they are. Also has the meaning to read after the ad💖💜🧡💛❤️🪐🧜🏽‍♀️🔮🔥✨,positive,0.9908
14010499576,Soul mate,Everything that was said is already in my life and certain points have given me the insight to see what I need to do to make my life better and for my family’s future 💯❤️,5,Kimzeeb1,,2026-04-29T20:52:56Z,gb,Soul mate. Everything that was said is already in my life and certain points have given me the insight to see what I need to do to make my life better and for my family’s future 💯❤️,positive,0.8062
13393457029,I just love the readings because it connects to my reality,"Since I have been on this site, my life feels calm, I’ve gotten the best readings that end up happening and it’s amazing to be guided with my own choices in a positive way and sometimes facing my own reality.",5,Anike1975,,2025-11-13T17:20:40Z,gb,"I just love the readings because it connects to my reality. Since I have been on this site, my life feels calm, I’ve gotten the best readings that end up happening and it’s amazing to be guided with my own choices in a positive way and sometimes facing my own reality.",positive,0.9795
14096192990,User friendly,The app is very user friendly and you have support for any payment or glitch issues so you can get refunds. Psychics are good but you need to find ones that are good on your own (as with any app). They constantly ask for feedback and make changes that you suggest so it has lots of purposeful features.,5,Bubblesgi,,2026-05-23T10:10:47Z,gb,User friendly. The app is very user friendly and you have support for any payment or glitch issues so you can get refunds. Psychics are good but you need to find ones that are good on your own (as with any app). They constantly ask for feedback and make changes that you suggest so it has lots of purposeful features.,positive,0.9374
12437698885,Surprisingly impressed,"Honestly really surprised at this app, thought it would be a little scammy but all the light workers were very accurate. Really good for quick consultation but also can get expensive so use in balance..",5,nameogram,,2025-03-19T05:58:37Z,gb,"Surprisingly impressed. Honestly really surprised at this app, thought it would be a little scammy but all the light workers were very accurate. Really good for quick consultation but also can get expensive so use in balance..",positive,0.9365
12739466587,Unexpected subscription charges,"Like others have posted, no where did it say after paying the initial €1 that you would be charged more or a monthly subscription. 

I triple checked before agreeing to the €1 and checked in the subscriptions tab after paying and there was no subscription showing, if there had been I would have cancelled it before being charged. 

I checked in all the places (apple subscriptions, in the app, on the website) and no where did it say I had a subscription so imagine my surprise and anger when my PayPal account was charged €39!

I contacted them through the chat bot and via email and have heard nothing other than the automated emails. 

Even the chat bot recognised I requested a refund but still nothing!",1,Skinny Rhino J,,2025-06-05T16:50:17Z,gb,"Unexpected subscription charges. Like others have posted, no where did it say after paying the initial €1 that you would be charged more or a monthly subscription. I triple checked before agreeing to the €1 and checked in the subscriptions tab after paying and there was no subscription showing, if there had been I would have cancelled it before being charged. I checked in all the places (apple subscriptions, in the app, on the website) and no where did it say I had a subscription so imagine my surprise and anger when my PayPal account was charged €39! I contacted them through the chat bot and via email and have heard nothing other than the automated emails. Even the chat bot recognised I requested a refund but still nothing!",negative,-0.8526
12260548717,Good and frustrating at the same time,"I had just paid for 10 minutes with a psychic - who was very good in my opinion. However, after 4 minutes within the conversation, they asked me to pay for more. It was frustrating, caught me off balance and made me think it was a money grabbing app. Also, their prices had become more expensive when it came to the best value deal.",3,Annecy67,,2025-02-02T08:07:25Z,gb,"Good and frustrating at the same time. I had just paid for 10 minutes with a psychic - who was very good in my opinion. However, after 4 minutes within the conversation, they asked me to pay for more. It was frustrating, caught me off balance and made me think it was a money grabbing app. Also, their prices had become more expensive when it came to the best value deal.",positive,0.3688
12695476758,Deep connected readers,I would highly recommend this site the readers I have used have all been exceptional. They have been accurate and very quick to connect not wasting time but to the point with tremendous empathy. Absolutely wonderful and truthful. Thank you all 🙏🏽💕,5,Amazonia67,,2025-05-25T07:13:17Z,gb,Deep connected readers. I would highly recommend this site the readers I have used have all been exceptional. They have been accurate and very quick to connect not wasting time but to the point with tremendous empathy. Absolutely wonderful and truthful. Thank you all 🙏🏽💕,positive,0.9875
10887753057,Unauthorised payments,"I have had two payments removed from my bank account now, and I have not authorised either one of them. 
My bank is aware and is investigating, but I cannot cancel my subscription on the app.
It will not allow me to do so.
I have also complained to trading standards and I’m expecting to be contacted by them  soon. 
Please be aware before showing any interest in this site and contact your bank to report any unauthorised debit and they will deal with it.",1,Witchy poo71,,2024-02-01T07:56:17Z,gb,"Unauthorised payments. I have had two payments removed from my bank account now, and I have not authorised either one of them. My bank is aware and is investigating, but I cannot cancel my subscription on the app. It will not allow me to do so. I have also complained to trading standards and I’m expecting to be contacted by them soon. Please be aware before showing any interest in this site and contact your bank to report any unauthorised debit and they will deal with it.",negative,-0.228
12426117905,Ms Kilenny,"Amazing kind wise and soo supportive. I was a a wee bit of a sceptic but had me sussed in a lovely way. I wish I could visit her, I presume somwhere in the US as she was amazing. I need her as my mum ha ha!! Just way, way expensive if you don’t have a lot of money£££. Someone’s raking it in off this app!!!",5,Frankly 24,,2025-03-16T04:59:57Z,gb,"Ms Kilenny. Amazing kind wise and soo supportive. I was a a wee bit of a sceptic but had me sussed in a lovely way. I wish I could visit her, I presume somwhere in the US as she was amazing. I need her as my mum ha ha!! Just way, way expensive if you don’t have a lot of money£££. Someone’s raking it in off this app!!!",positive,0.9869
12523797166,"Good readers, annoying that the app does let you voice type out messages.","Some psychic readers are really really good. However, some are just slow and very generic 

Love the insights with soecific reader so sof on",5,TP_1397,,2025-04-09T20:26:36Z,gb,"Good readers, annoying that the app does let you voice type out messages.. Some psychic readers are really really good. However, some are just slow and very generic Love the insights with soecific reader so sof on",positive,0.9231
12593199715,Fantastic app,"I love this app, little snippets from your horoscope every day, insights, compatibility with partners.  You do need to purchase credits if you want to speak to the mediums for longer than 3 mins so depends whether you really want to know what they have to say.",5,Katie Dingle,,2025-04-27T19:37:23Z,gb,"Fantastic app. I love this app, little snippets from your horoscope every day, insights, compatibility with partners. You do need to purchase credits if you want to speak to the mediums for longer than 3 mins so depends whether you really want to know what they have to say.",positive,0.9521
10451096541,Money pit app- trapped with continuous payments even after you stop using the app:,"This app is intriguing but at every turn they attempt to take your money and don’t get me started on the subscriptions. It’s so well hidden you cannot easily unsubscribe. So you are stuck paying for a non service. I spoke to a medium/ advisor. She was believable and intriguing but after paying £20 I got 5 mins to ask her questions until they could take more money from me. I just want to delete the app and unsubscribe from all fees, Nebula. 

My point is I paid for that ladies service. Ok. However continuous payments that are so difficult to cancel especially when you stop using the app. Who wants to pay for a service they are not using. I spent days on the app just trying to cancel my payment. That of the dodgy part. Avoid this app like the plague!

Signed an unhappy customer!",1,Miz_scruface21,,2023-10-08T05:48:37Z,gb,"Money pit app- trapped with continuous payments even after you stop using the app:. This app is intriguing but at every turn they attempt to take your money and don’t get me started on the subscriptions. It’s so well hidden you cannot easily unsubscribe. So you are stuck paying for a non service. I spoke to a medium/ advisor. She was believable and intriguing but after paying £20 I got 5 mins to ask her questions until they could take more money from me. I just want to delete the app and unsubscribe from all fees, Nebula. My point is I paid for that ladies service. Ok. However continuous payments that are so difficult to cancel especially when you stop using the app. Who wants to pay for a service they are not using. I spent days on the app just trying to cancel my payment. That of the dodgy part. Avoid this app like the plague! Signed an unhappy customer!",negative,-0.9835
14445324976,Daily Horoscopes,I love learning about horoscopes and how the planets align for certain birth signs. It’s a shame you have to pay for many things on this site or a would have indulged in learning more other than that it is an excellent site,5,DVsurvivor,,2026-08-19T03:52:26Z,gb,Daily Horoscopes. I love learning about horoscopes and how the planets align for certain birth signs. It’s a shame you have to pay for many things on this site or a would have indulged in learning more other than that it is an excellent site,positive,0.879
9918071078,Appalling Rip-off!,No stars. I am disgusted with your unclear and misleading rhetorical blabber on this website. You target vulnerable individuals with this cynical ‘help’ and remove swathes of money from people under the guise of ‘subscriptions.’ You took £70 from me for ONE horoscope which lasted 3 minutes. I have reported you and hope someone from Google Play has the conscience to remove your dreadful app immediately.,3,GillHeff,,2023-05-12T06:52:00Z,gb,Appalling Rip-off!. No stars. I am disgusted with your unclear and misleading rhetorical blabber on this website. You target vulnerable individuals with this cynical ‘help’ and remove swathes of money from people under the guise of ‘subscriptions.’ You took £70 from me for ONE horoscope which lasted 3 minutes. I have reported you and hope someone from Google Play has the conscience to remove your dreadful app immediately.,negative,-0.4637
13512847787,"Used to be good, now it’s a con","I’ve had this app for years, it used to be really good. You’d be able to access your birth chart at any time, do the comparability matches as much as you want etc. I’ve just logged in for the first time in a while and everything is locked behind a paywall. You want your birth chart? Oh you have to wait 10 minutes for that unless you pay, oh you want to do a comparability check, you can but to read the results you have to pay or invite the person to the app. This is really shame as the app was really good, but now it’s obvious they just care about money so I will need to download a new one that doesn’t lock everything behind a pay wall",1,unknownacorn,,2025-12-14T14:29:20Z,gb,"Used to be good, now it’s a con. I’ve had this app for years, it used to be really good. You’d be able to access your birth chart at any time, do the comparability matches as much as you want etc. I’ve just logged in for the first time in a while and everything is locked behind a paywall. You want your birth chart? Oh you have to wait 10 minutes for that unless you pay, oh you want to do a comparability check, you can but to read the results you have to pay or invite the person to the app. This is really shame as the app was really good, but now it’s obvious they just care about money so I will need to download a new one that doesn’t lock everything behind a pay wall",negative,-0.1048
14336179212,Surprisingly accurate,A lot of things were scarily accurate. And I didn’t even give them enough information to predict it,5,Kawii_Toothless,,2026-07-22T23:12:17Z,gb,Surprisingly accurate. A lot of things were scarily accurate. And I didn’t even give them enough information to predict it,positive,0.648
13736473601,Really surprised,Didn’t think it would work  was really surprised that it got me to a T and cant wait for what’s in store find out your horoscope and astrology and you might be as surprised as I am,5,MR.J01,,2026-02-11T05:17:45Z,gb,Really surprised. Didn’t think it would work was really surprised that it got me to a T and cant wait for what’s in store find out your horoscope and astrology and you might be as surprised as I am,positive,0.8235
14137687194,Unsatisfactory,"I downloaded the app without putting in my bank card details. Then today I was billed for a subscription which I didn’t even subscribe for in the app. Also, after I was billed I still couldn’t access a lot of stuff in the app. So the app basically took my money without even giving me access to the different things that it provides.",1,Abygail clarke,,2026-06-03T03:53:15Z,gb,"Unsatisfactory. I downloaded the app without putting in my bank card details. Then today I was billed for a subscription which I didn’t even subscribe for in the app. Also, after I was billed I still couldn’t access a lot of stuff in the app. So the app basically took my money without even giving me access to the different things that it provides.",negative,-0.6292
12892065488,Scammers,STAY AWAY! They will continue trying to charge your card even after you’ve cancelled your subscription and even after the subscription no longer even shows within your AppleID subscriptions. They clearly keep the connection to your bank account active from their end and continue charging you the monthly subscription rate. Absolutely disgusting.,1,BarnyT1988,,2025-07-14T21:12:05Z,gb,Scammers. STAY AWAY! They will continue trying to charge your card even after you’ve cancelled your subscription and even after the subscription no longer even shows within your AppleID subscriptions. They clearly keep the connection to your bank account active from their end and continue charging you the monthly subscription rate. Absolutely disgusting.,negative,-0.7093
14380446830,a well needed reassurance,Nebula gave me answers to questions that had been rolling around my mind for too long. Nothing is set in stone but they’re there to guide you and that they did.,5,Nicky Bradley,,2026-08-02T23:02:56Z,gb,a well needed reassurance. Nebula gave me answers to questions that had been rolling around my mind for too long. Nothing is set in stone but they’re there to guide you and that they did.,positive,0.6591
6461456956,Free trial doesn’t show everything,"Not going to lie, apps like this are not worth the money or investing your confidence or time in. There is very limited access & options to explore on a free trial. The app really doesn’t allow you to truly understand your sign or personality because it’s all been prewritten and working on predefined characteristics instead of very persona results. The summaries also seem very simplistic and almost superficial from what I am allowed to see. I would recommend a personal astrologer over an app if you want far more insight and personalized readings.",1,ToriCeylon,,2020-09-23T22:55:08Z,gb,"Free trial doesn’t show everything. Not going to lie, apps like this are not worth the money or investing your confidence or time in. There is very limited access & options to explore on a free trial. The app really doesn’t allow you to truly understand your sign or personality because it’s all been prewritten and working on predefined characteristics instead of very persona results. The summaries also seem very simplistic and almost superficial from what I am allowed to see. I would recommend a personal astrologer over an app if you want far more insight and personalized readings.",neutral,-0.0265
12131977077,Scam,Took a test for fun and paid $1 for a report. Paid with Apple Pay and at no point did it say that doing this would sign me up for a $39 subscription. I’m fact it asked me many times if I wanted a subscription or add ons and I said no. But it still seems to have signed me up for a subscription. I double checked emails and no where did it say I had make a subscription so it’s lucky I checked to be able to cancel it. Absolutely disgusting. Also the report I got was also useless as it doesn’t really say anything about me personally and then just wants you to pay to talk to a psychic.,1,Kaynoir,,2025-01-01T16:06:06Z,gb,Scam. Took a test for fun and paid $1 for a report. Paid with Apple Pay and at no point did it say that doing this would sign me up for a $39 subscription. I’m fact it asked me many times if I wanted a subscription or add ons and I said no. But it still seems to have signed me up for a subscription. I double checked emails and no where did it say I had make a subscription so it’s lucky I checked to be able to cancel it. Absolutely disgusting. Also the report I got was also useless as it doesn’t really say anything about me personally and then just wants you to pay to talk to a psychic.,negative,-0.9552
8732903097,App not working for two days,"I’m unable to access my horoscopes for the last two days and I pay for the premium service.
Please sort this out asap 
I normally love this app but if it’s not fixed soon I’ll find another one",4,bravejem,,2022-06-02T10:28:56Z,gb,App not working for two days. I’m unable to access my horoscopes for the last two days and I pay for the premium service. Please sort this out asap I normally love this app but if it’s not fixed soon I’ll find another one,positive,0.4839
12344968503,Be careful not to sign up to subscription,"I absentmindedly paid $1 for a palm reading and they must have embedded in the small print I was signing up for a trail that would lead to a subscription. 

They were good enough to refund me soon enough but just be aware don’t do the same thing as me!",3,Littlemissellyme,,2025-02-23T10:09:15Z,gb,Be careful not to sign up to subscription. I absentmindedly paid $1 for a palm reading and they must have embedded in the small print I was signing up for a trail that would lead to a subscription. They were good enough to refund me soon enough but just be aware don’t do the same thing as me!,positive,0.185
12286838274,AWFUL,I’ve I could give zero stars I would. Clearly visible that a 3 day trail is offered however it automatically takes you to a payment for a full year. There is a page on their website specifically about this so clearly it’s a common issue. Tried to explain this and ask for a refund however they sent me a like to the above page mentioned. Do not download this app and fall for the sam scam,1,Hm12ji,,2025-02-08T17:51:55Z,gb,AWFUL. I’ve I could give zero stars I would. Clearly visible that a 3 day trail is offered however it automatically takes you to a payment for a full year. There is a page on their website specifically about this so clearly it’s a common issue. Tried to explain this and ask for a refund however they sent me a like to the above page mentioned. Do not download this app and fall for the sam scam,negative,-0.4667
